duration,price,date,origination,destination,depart,arrive,mode
3h 58m,      $448   ,10-20-2019,DC,Philadelphia,   8:13 AM   ,   12:11 PM   ,plane
3h 49m,      $499   ,10-20-2019,DC,Philadelphia,   8:10 PM   ,   11:59 PM   ,plane
8h 56m,   $122   ,10-31-2019,Philadelphia,DC,   8:48 AM   ,   5:44 PM   ,plane
8h 20m,   $128   ,10-31-2019,Philadelphia,DC,   8:00 AM   ,   4:20 PM   ,plane
8h 36m,   $171   ,10-31-2019,Philadelphia,DC,   6:21 AM   ,   2:57 PM   ,plane
3h 37m,      $186   ,10-31-2019,Philadelphia,DC,   9:34 AM   ,   1:11 PM   ,plane
23h 53m,   $134   ,10-31-2019,Philadelphia,DC,   4:27 PM   ,   4:20 PM+1   ,plane
8h 1m,   $152   ,10-31-2019,Philadelphia,DC,   6:30 AM   ,   2:31 PM   ,plane
8h 19m,   $166   ,10-31-2019,Philadelphia,DC,   7:00 AM   ,   3:19 PM   ,plane
3h 46m,      $186   ,10-31-2019,Philadelphia,DC,   10:34 AM   ,   2:20 PM   ,plane
6h 14m,   $196   ,10-31-2019,Philadelphia,DC,   4:50 PM   ,   11:04 PM   ,plane
3h 45m,      $206   ,10-31-2019,Philadelphia,DC,   10:34 AM   ,   2:19 PM   ,plane
5h 35m,      $206   ,10-31-2019,Philadelphia,DC,   1:24 PM   ,   6:59 PM   ,plane
4h 10m,      $216   ,10-31-2019,Philadelphia,DC,   2:49 PM   ,   6:59 PM   ,plane
3h 41m,      $226   ,10-31-2019,Philadelphia,DC,   7:00 AM   ,   10:41 AM   ,plane
4h 34m,      $226   ,10-31-2019,Philadelphia,DC,   1:24 PM   ,   5:58 PM   ,plane
4h 41m,      $231   ,10-31-2019,Philadelphia,DC,   6:00 AM   ,   10:41 AM   ,plane
4h 3m,      $231   ,10-31-2019,Philadelphia,DC,   9:34 AM   ,   1:37 PM   ,plane
4h 5m,      $231   ,10-31-2019,Philadelphia,DC,   10:35 AM   ,   2:40 PM   ,plane
4h 19m,      $231   ,10-31-2019,Philadelphia,DC,   2:29 PM   ,   6:48 PM   ,plane
4h 3m,      $236   ,10-31-2019,Philadelphia,DC,   7:56 PM   ,   11:59 PM   ,plane
4h 58m,      $259   ,10-27-2019,DC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
53m,      $390   ,10-27-2019,DC,Philadelphia,   9:21 AM   ,   10:14 AM   ,plane
54m,      $390   ,10-27-2019,DC,Philadelphia,   2:53 PM   ,   3:47 PM   ,plane
16h 42m,   $237   ,10-27-2019,DC,Philadelphia,   7:00 AM   ,   11:42 PM   ,plane
4h 15m,      $295   ,10-27-2019,DC,Philadelphia,   7:00 AM   ,   11:15 AM   ,plane
5h 3m,      $295   ,10-27-2019,DC,Philadelphia,   8:30 AM   ,   1:33 PM   ,plane
4h 47m,      $295   ,10-27-2019,DC,Philadelphia,   11:45 AM   ,   4:32 PM   ,plane
4h 47m,      $295   ,10-27-2019,DC,Philadelphia,   12:45 PM   ,   5:32 PM   ,plane
4h 46m,      $295   ,10-27-2019,DC,Philadelphia,   2:45 PM   ,   7:31 PM   ,plane
5h 13m,      $295   ,10-27-2019,DC,Philadelphia,   4:15 PM   ,   9:28 PM   ,plane
5h 12m,      $295   ,10-27-2019,DC,Philadelphia,   5:30 PM   ,   10:42 PM   ,plane
4h 48m,      $295   ,10-27-2019,DC,Philadelphia,   6:45 PM   ,   11:33 PM   ,plane
6h 21m,   $301   ,10-27-2019,DC,Philadelphia,   6:05 AM   ,   12:26 PM   ,plane
6h 23m,      $321   ,10-27-2019,DC,Philadelphia,   8:00 AM   ,   2:23 PM   ,plane
7h 25m,      $334   ,10-27-2019,DC,Philadelphia,   5:06 PM   ,   12:31 AM+1   ,plane
59m,      $390   ,10-27-2019,DC,Philadelphia,   6:10 PM   ,   7:09 PM   ,plane
59m,      $390   ,10-27-2019,DC,Philadelphia,   7:11 PM   ,   8:10 PM   ,plane
1h 5m,      $408   ,10-27-2019,DC,Philadelphia,   8:00 AM   ,   9:05 AM   ,plane
1h 12m,      $408   ,10-27-2019,DC,Philadelphia,   3:13 PM   ,   4:25 PM   ,plane
1h 4m,      $408   ,10-27-2019,DC,Philadelphia,   7:10 PM   ,   8:14 PM   ,plane
4h 58m,      $259   ,10-27-2019,DC,Philadelphia,   5:01 AM   ,   9:59 AM   ,plane
53m,      $390   ,10-27-2019,DC,Philadelphia,   9:21 AM   ,   10:14 AM   ,plane
54m,      $390   ,10-27-2019,DC,Philadelphia,   2:53 PM   ,   3:47 PM   ,plane
16h 42m,   $237   ,10-27-2019,DC,Philadelphia,   7:00 AM   ,   11:42 PM   ,plane
4h 15m,      $295   ,10-27-2019,DC,Philadelphia,   7:00 AM   ,   11:15 AM   ,plane
5h 3m,      $295   ,10-27-2019,DC,Philadelphia,   8:30 AM   ,   1:33 PM   ,plane
4h 47m,      $295   ,10-27-2019,DC,Philadelphia,   11:45 AM   ,   4:32 PM   ,plane
4h 47m,      $295   ,10-27-2019,DC,Philadelphia,   12:45 PM   ,   5:32 PM   ,plane
4h 46m,      $295   ,10-27-2019,DC,Philadelphia,   2:45 PM   ,   7:31 PM   ,plane
5h 13m,      $295   ,10-27-2019,DC,Philadelphia,   4:15 PM   ,   9:28 PM   ,plane
5h 12m,      $295   ,10-27-2019,DC,Philadelphia,   5:30 PM   ,   10:42 PM   ,plane
4h 48m,      $295   ,10-27-2019,DC,Philadelphia,   6:45 PM   ,   11:33 PM   ,plane
6h 21m,   $301   ,10-27-2019,DC,Philadelphia,   6:05 AM   ,   12:26 PM   ,plane
6h 23m,      $321   ,10-27-2019,DC,Philadelphia,   8:00 AM   ,   2:23 PM   ,plane
7h 25m,      $334   ,10-27-2019,DC,Philadelphia,   5:06 PM   ,   12:31 AM+1   ,plane
59m,      $390   ,10-27-2019,DC,Philadelphia,   6:10 PM   ,   7:09 PM   ,plane
59m,      $390   ,10-27-2019,DC,Philadelphia,   7:11 PM   ,   8:10 PM   ,plane
1h 5m,      $408   ,10-27-2019,DC,Philadelphia,   8:00 AM   ,   9:05 AM   ,plane
1h 12m,      $408   ,10-27-2019,DC,Philadelphia,   3:13 PM   ,   4:25 PM   ,plane
1h 4m,      $408   ,10-27-2019,DC,Philadelphia,   7:10 PM   ,   8:14 PM   ,plane
