,depart,arrive,duration,price,carrier,date,origination,destination
0,2:17 PM,4:22 PM,2h 5m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,9:46 AM,11:42 AM,1h 56m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,1:03 PM,3:10 PM,2h 7m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,7:33 AM,9:24 AM,1h 51m,$62.00,Amtrak Palmetto,10-24-2019,Philadelphia,DC
0,6:49 AM,8:56 AM,2h 7m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,9:16 PM,11:14 PM,1h 58m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,3:30 PM,5:20 PM,1h 50m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,8:19 PM,10:08 PM,1h 49m,$56.00,Amtrak Vermonter,10-24-2019,Philadelphia,DC
0,5:00 AM,7:00 AM,2h 0m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,10:40 PM,"12:35 AM+1Arrives Fri, Oct 25, 2019",1h 55m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,11:39 PM,"1:48 AM+1Arrives Fri, Oct 25, 2019",2h 9m,$56.00,Amtrak Northeast Regional,10-24-2019,Philadelphia,DC
0,12:35 PM,2:35 PM,2h 0m,$99.00,Amtrak Silver Service,10-24-2019,Philadelphia,DC
0,2:13 PM,4:00 PM,1h 47m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,5:14 PM,7:00 PM,1h 46m,$153.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,4:18 PM,6:04 PM,1h 46m,$153.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,8:17 PM,10:04 PM,1h 47m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,11:15 AM,1:00 PM,1h 45m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,12:30 PM,2:13 PM,1h 43m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,8:20 AM,9:59 AM,1h 39m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,6:13 PM,7:58 PM,1h 45m,$224.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,7:20 AM,9:01 AM,1h 41m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,1:16 PM,2:57 PM,1h 41m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,9:16 AM,10:56 AM,1h 40m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,3:14 PM,4:58 PM,1h 44m,$176.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,10:15 AM,11:59 AM,1h 44m,$153.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,7:14 PM,8:58 PM,1h 44m,$176.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,10:20 PM,11:59 PM,1h 39m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
0,9:33 PM,11:15 PM,1h 42m,$131.00,Amtrak Acela,10-24-2019,Philadelphia,DC
